fishery_group,year,month,grid_id,effort
TW,2004,3,628,459
TW,2004,3,629,1228
TW,2004,3,639,723
TW,2004,3,644,192
TW,2004,3,645,723
TW,2004,3,656,11065
TW,2004,3,657,1072
TW,2004,3,658,7066
TW,2004,3,659,7503
OTH,2004,3,673,747
TW,2004,4,578,2749
TW,2004,4,588,4141
TW,2004,4,593,729
OTH,2004,3,674,101
EU,2004,4,469,976
EU,2004,4,493,39
EU,2004,4,503,2689
EU,2004,4,504,39925
EU,2004,4,510,182
EU,2004,4,540,11001
JP,2004,4,607,1680
JP,2004,4,624,11704
JP,2004,4,641,43030
JP,2004,4,657,301
JP,2004,4,658,8614
JP,2004,4,543,1100
JP,2004,4,544,4268
JP,2004,4,560,2678
JP,2004,4,561,1833
JP,2004,4,575,981
JP,2004,4,576,479
JP,2004,4,577,2682
JP,2004,4,578,786
JP,2004,4,591,575
JP,2004,4,592,283
JP,2004,4,594,838
JP,2004,4,595,2619
JP,2004,4,608,244
JP,2004,4,611,2350
JP,2004,4,612,74
JP,2004,4,626,329
JP,2004,4,627,1688
JP,2004,4,628,1374
JP,2004,4,629,360
JP,2004,4,643,996
JP,2004,4,644,3238
JP,2004,4,645,7187
KR,2004,4,638,56
KR,2004,4,655,1405
KR,2004,4,672,4096
TW,2004,4,594,4918
TW,2004,4,595,583
TW,2004,4,605,4834
TW,2004,4,610,3070
TW,2004,4,611,2324
TW,2004,4,612,909
KR,2004,4,674,93
OTH,2004,4,577,6907
TW,2004,4,451,439
TW,2004,4,452,22945
TW,2004,4,468,1494
TW,2004,4,469,609
TW,2004,4,470,2932
TW,2004,4,485,15115
TW,2004,4,486,1987
TW,2004,4,502,1047
TW,2004,4,527,790
TW,2004,4,543,1180
TW,2004,4,544,2710
TW,2004,4,560,8632
TW,2004,4,561,1496
TW,2004,4,571,535
TW,2004,4,576,1899
TW,2004,4,577,14564
TW,2004,4,622,4890
TW,2004,4,627,1308
TW,2004,4,628,8011
TW,2004,4,629,9004
TW,2004,4,639,9016
TW,2004,4,643,5012
TW,2004,4,644,17321
TW,2004,4,645,57564
TW,2004,4,646,6638
TW,2004,4,656,1207
TW,2004,5,612,455
TW,2004,5,622,7639
TW,2004,5,623,2608
TW,2004,5,627,13001
TW,2004,4,658,4060
TW,2004,4,659,15582
TW,2004,4,662,3046
TW,2004,4,673,225
OTH,2004,4,673,119
TW,2004,5,628,6457
TW,2004,5,629,2518
OTH,2004,4,674,11
EU,2004,5,434,7902
EU,2004,5,435,2337
EU,2004,5,452,572
EU,2004,5,470,12019
EU,2004,5,476,1172
EU,2004,5,493,2242
EU,2004,5,539,2077
EU,2004,5,540,28634
EU,2004,5,578,3764
EU,2004,5,657,1511
TW,2004,5,639,39083
TW,2004,5,640,4616
EU,2004,5,658,7924
JP,2004,5,641,258
JP,2004,5,658,225
JP,2004,5,526,395
JP,2004,5,542,274
JP,2004,5,543,15954
JP,2004,5,544,1868
JP,2004,5,560,12236
JP,2004,5,561,330
JP,2004,5,577,5563
JP,2004,5,587,3736
JP,2004,5,588,958
JP,2004,5,593,1329
JP,2004,5,594,1958
JP,2004,5,595,3654
JP,2004,5,604,4509
JP,2004,5,610,1418
JP,2004,5,621,8363
JP,2004,5,638,2881
JP,2004,5,643,376
JP,2004,5,644,290
JP,2004,5,645,2122
TW,2004,5,644,2873
TW,2004,5,645,22523
EU,2004,7,510,222
EU,2004,7,527,167
EU,2004,7,540,21744
EU,2004,7,560,2621
EU,2004,7,561,1251
JP,2004,5,646,527
JP,2004,5,655,875
JP,2004,5,672,5321
KR,2004,5,655,162
KR,2004,5,672,3818
KR,2004,5,673,511
JP,2004,6,604,1301
JP,2004,6,621,6203
JP,2004,6,628,210
JP,2004,6,639,554
JP,2004,6,642,2842
JP,2004,6,643,342
JP,2004,6,644,1252
JP,2004,6,645,340
OTH,2004,5,509,4614
OTH,2004,5,629,208
TW,2004,5,435,1721
TW,2004,5,451,11515
TW,2004,5,452,11598
TW,2004,5,453,365
TW,2004,5,468,1590
TW,2004,5,469,1609
TW,2004,5,526,588
TW,2004,5,527,530
TW,2004,5,542,895
TW,2004,5,543,13913
TW,2004,5,544,1309
TW,2004,5,559,4811
TW,2004,5,560,24855
TW,2004,5,561,3109
TW,2004,5,576,9873
TW,2004,5,577,31707
TW,2004,5,578,709
TW,2004,5,593,18754
TW,2004,5,594,9432
TW,2004,5,595,506
TW,2004,5,610,20307
TW,2004,5,611,5443
TW,2004,5,646,7393
TW,2004,5,656,13179
TW,2004,5,657,7269
TW,2004,6,593,12120
TW,2004,6,594,16855
TW,2004,6,595,852
TW,2004,6,606,12341
TW,2004,6,610,26189
TW,2004,6,611,33799
TW,2004,6,612,579
TW,2004,6,623,2431
TW,2004,6,627,7158
TW,2004,6,628,7053
TW,2004,6,629,997
TW,2004,5,662,492
OTH,2004,5,673,2029
TW,2004,6,640,10881
TW,2004,6,641,414
TW,2004,6,644,5321
TW,2004,6,645,1475
EU,2004,7,578,3954
EU,2004,7,593,4246
EU,2004,7,609,2110
EU,2004,7,610,9137
EU,2004,7,612,1200
EU,2004,7,658,4883
JP,2004,7,543,13152
JP,2004,7,544,1888
OTH,2004,5,674,206
EU,2004,6,470,4775
EU,2004,6,471,2775
EU,2004,6,508,1933
EU,2004,6,523,1982
EU,2004,6,527,14275
EU,2004,6,578,4216
EU,2004,6,595,1266
EU,2004,6,629,2250
EU,2004,6,642,32116
JP,2004,6,543,5533
JP,2004,6,544,1212
JP,2004,6,560,6190
JP,2004,6,561,5011
JP,2004,6,577,3681
JP,2004,6,587,3454
JP,2004,6,588,824
JP,2004,6,594,12588
JP,2004,6,595,4911
JP,2004,6,646,4350
JP,2004,6,655,754
JP,2004,6,656,80
JP,2004,6,659,805
EU,2004,7,504,19118
EU,2004,7,507,3020
JP,2004,6,660,153
JP,2004,6,663,1027
JP,2004,6,672,854
KR,2004,6,673,487
OTH,2004,6,560,2700
OTH,2004,6,629,2008
TW,2004,6,435,5396
TW,2004,6,452,10622
TW,2004,6,453,7293
TW,2004,6,470,6848
TW,2004,6,543,4626
TW,2004,6,560,16200
TW,2004,6,561,459
TW,2004,6,576,4336
TW,2004,6,577,39381
TW,2004,6,578,2646
TW,2004,6,589,2884
TW,2004,6,646,24949
TW,2004,6,656,2150
TW,2004,6,657,42992
TW,2004,6,658,3899
TW,2004,6,663,694
OTH,2004,6,657,417
OTH,2004,6,673,305
EU,2004,7,470,3473
EU,2004,7,471,8910
EU,2004,7,502,23861
EU,2004,7,503,15465
JP,2004,7,560,2216
JP,2004,7,578,242
JP,2004,7,587,479
JP,2004,7,588,3525
JP,2004,7,594,1490
JP,2004,7,595,604
JP,2004,7,604,745
JP,2004,7,611,2709
JP,2004,7,612,11408
JP,2004,7,621,1733
JP,2004,7,646,1176
JP,2004,7,656,1110
TW,2004,7,610,8755
JP,2004,7,660,29034
JP,2004,7,661,226
JP,2004,7,672,686
JP,2004,7,673,2453
KR,2004,7,622,142
KR,2004,7,673,4436
TW,2004,7,611,9420
TW,2004,7,612,37236
KR,2004,7,674,66
TW,2004,7,435,189
TW,2004,7,452,4086
TW,2004,7,453,20218
TW,2004,7,469,494
TW,2004,7,470,20588
TW,2004,7,487,631
TW,2004,7,504,1912
TW,2004,7,522,252
TW,2004,7,543,10564
TW,2004,7,544,751
TW,2004,7,560,10651
TW,2004,7,561,2296
TW,2004,7,576,192
TW,2004,7,577,1872
TW,2004,7,578,434
TW,2004,7,589,7541
TW,2004,7,593,7945
TW,2004,7,594,3323
TW,2004,7,595,10120
TW,2004,7,606,4354
TW,2004,7,623,6885
TW,2004,7,624,7003
TW,2004,7,627,623
TW,2004,7,628,723
TW,2004,7,629,4963
TW,2004,7,640,4479
TW,2004,7,641,35180
TW,2004,7,642,807
TW,2004,7,643,1084
TW,2004,7,644,179
TW,2004,7,645,3527
TW,2004,7,646,14685
OTH,2004,7,624,94
OTH,2004,7,656,102
TW,2004,7,658,1095
TW,2004,7,661,7287
TW,2004,7,662,839
TW,2004,7,663,4323
OTH,2004,7,657,153
OTH,2004,7,658,841
OTH,2004,7,674,232
EU,2004,8,453,645
EU,2004,8,471,6851
EU,2004,8,488,9850
JP,2004,8,571,1124
JP,2004,8,578,1249
JP,2004,8,588,686
JP,2004,8,595,2472
JP,2004,8,612,2229
JP,2004,8,642,832
JP,2004,8,643,7232
JP,2004,8,656,1435
TW,2004,8,625,11417
TW,2004,8,629,4213
TW,2004,8,641,2215
TW,2004,8,642,11721
EU,2004,8,509,20194
EU,2004,8,510,498
EU,2004,8,527,1534
EU,2004,8,542,2447
EU,2004,8,559,1037
EU,2004,8,561,2654
EU,2004,8,576,1481
EU,2004,8,578,3878
EU,2004,8,612,14822
JP,2004,8,607,874
JP,2004,8,623,589
JP,2004,8,624,2150
JP,2004,8,640,1184
JP,2004,8,641,15230
JP,2004,8,657,592
JP,2004,8,658,1644
JP,2004,8,526,829
JP,2004,8,527,2091
JP,2004,8,543,4194
JP,2004,8,561,557
TW,2004,8,643,3306
JP,2004,8,660,23736
JP,2004,8,673,1223
KR,2004,8,673,10828
TW,2004,8,577,1724
TW,2004,8,578,2272
TW,2004,8,589,1056
TW,2004,8,590,511
TW,2004,8,593,1151
TW,2004,8,594,1452
TW,2004,8,595,3050
TW,2004,8,606,13995
TW,2004,8,607,6637
TW,2004,8,608,527
TW,2004,8,610,265
TW,2004,8,611,374
TW,2004,8,612,3517
TW,2004,8,623,308
KR,2004,8,674,133
TW,2004,8,452,9599
TW,2004,8,453,23085
TW,2004,8,470,5940
TW,2004,8,471,1494
TW,2004,8,487,1563
TW,2004,8,488,15857
TW,2004,8,504,3017
TW,2004,8,505,6689
TW,2004,8,522,9926
TW,2004,8,526,458
TW,2004,8,527,3993
TW,2004,8,539,3655
TW,2004,8,543,388
TW,2004,8,544,3173
TW,2004,8,555,1007
TW,2004,8,556,3620
TW,2004,8,560,1605
TW,2004,8,561,3978
TW,2004,8,572,7634
TW,2004,8,573,1078
TW,2004,8,574,469
TW,2004,8,624,19126
TW,2004,8,646,9030
JP,2004,9,658,2817
JP,2004,9,526,929
JP,2004,9,527,10379
JP,2004,9,543,10688
JP,2004,9,544,8355
JP,2004,9,610,170
JP,2004,9,612,155
JP,2004,9,626,4241
JP,2004,9,629,80
TW,2004,8,662,10013
OTH,2004,8,656,851
OTH,2004,8,657,178
OTH,2004,8,673,110
JP,2004,9,642,2041
JP,2004,9,643,15612
JP,2004,9,644,217
JP,2004,9,645,49
TW,2004,9,629,1538
TW,2004,9,645,188
EU,2004,10,658,8931
JP,2004,10,623,575
JP,2004,10,624,2661
JP,2004,10,640,1713
OTH,2004,8,674,692
EU,2004,9,470,24438
EU,2004,9,471,5126
EU,2004,9,488,6315
EU,2004,9,510,1730
EU,2004,9,522,7393
EU,2004,9,526,533
EU,2004,9,527,782
EU,2004,9,543,51
EU,2004,9,559,726
EU,2004,9,561,1128
EU,2004,9,576,4268
EU,2004,9,593,4904
EU,2004,9,607,13189
EU,2004,9,610,494
EU,2004,9,627,4847
EU,2004,9,640,577
EU,2004,9,641,859
JP,2004,9,624,3057
JP,2004,9,641,28788
JP,2004,9,657,276
JP,2004,9,660,20244
JP,2004,9,661,5202
TW,2004,9,524,330
TW,2004,9,526,2636
TW,2004,9,527,20723
TW,2004,9,539,2943
TW,2004,9,543,8487
TW,2004,9,544,48824
JP,2004,9,662,724
KR,2004,9,673,5844
TW,2004,9,556,1362
TW,2004,9,560,8190
TW,2004,9,561,16419
TW,2004,9,573,1537
TW,2004,9,578,3224
TW,2004,9,590,3485
TW,2004,9,591,386
TW,2004,9,595,9191
TW,2004,9,607,4906
TW,2004,9,608,29712
TW,2004,9,612,4442
TW,2004,9,624,17979
TW,2004,9,625,44547
TW,2004,9,626,3619
TW,2004,9,627,583
KR,2004,9,674,1569
OTH,2004,9,527,972
TW,2004,9,452,3649
TW,2004,9,453,5972
TW,2004,9,508,3603
TW,2004,9,509,557
TW,2004,9,510,347
TW,2004,9,646,8376
TW,2004,9,661,1523
EU,2004,10,527,179
TW,2004,9,662,5148
OTH,2004,9,624,144
OTH,2004,9,641,87
OTH,2004,9,642,89
OTH,2004,9,656,1186
OTH,2004,9,673,304
EU,2004,10,559,1411
EU,2004,10,560,2612
EU,2004,10,561,2885
EU,2004,10,578,1473
EU,2004,10,593,5378
EU,2004,10,595,3754
EU,2004,10,610,2158
EU,2004,10,625,10175
JP,2004,10,641,16072
JP,2004,10,657,1654
TW,2004,10,628,427
OTH,2004,9,674,855
EU,2004,10,470,7208
EU,2004,10,471,1520
EU,2004,10,508,1074
EU,2004,10,509,244
EU,2004,10,510,2620
EU,2004,10,526,2140
JP,2004,10,658,1882
JP,2004,10,526,1743
JP,2004,10,527,2656
JP,2004,10,543,4254
JP,2004,10,544,27506
JP,2004,10,561,4578
JP,2004,10,576,1486
JP,2004,10,595,5223
JP,2004,10,625,1052
JP,2004,10,626,3129
JP,2004,10,627,2196
JP,2004,10,642,1386
JP,2004,10,643,39991
JP,2004,10,644,1302
JP,2004,10,660,13406
JP,2004,10,661,3666
JP,2004,10,662,1789
JP,2004,10,673,2421
TW,2004,10,610,233
TW,2004,10,611,178
TW,2004,10,612,69290
JP,2004,10,674,3475
KR,2004,10,673,2577
OTH,2004,10,578,3842
TW,2004,10,471,578
TW,2004,10,488,3240
TW,2004,10,489,293
TW,2004,10,493,354
TW,2004,10,505,283
TW,2004,10,506,1223
TW,2004,10,507,1916
TW,2004,10,508,2755
TW,2004,10,625,2262
TW,2004,10,626,6460
TW,2004,10,509,211
TW,2004,10,510,159
TW,2004,10,524,699
TW,2004,10,525,2172
TW,2004,10,526,7293
TW,2004,10,527,2093
TW,2004,10,540,757
TW,2004,10,541,1867
TW,2004,10,543,2879
TW,2004,10,544,10771
TW,2004,10,558,275
TW,2004,10,560,31624
TW,2004,10,561,8528
TW,2004,10,574,812
TW,2004,10,575,4924
TW,2004,10,576,6247
TW,2004,10,578,13010
TW,2004,10,590,391
TW,2004,10,593,1050
TW,2004,10,594,200
TW,2004,10,595,74802
TW,2004,10,607,426
TW,2004,10,608,10027
TW,2004,10,609,293
TW,2004,10,629,10155
TW,2004,10,643,1746
TW,2004,10,645,271
TW,2004,10,646,472
JP,2004,11,526,692
JP,2004,11,527,4994
JP,2004,11,543,2791
JP,2004,11,544,29094
JP,2004,11,560,2045
JP,2004,11,561,5092
JP,2004,11,576,150
JP,2004,11,611,1591
JP,2004,11,612,272
JP,2004,11,626,18806
TW,2004,10,661,7703
OTH,2004,10,640,58
OTH,2004,10,656,141
OTH,2004,10,657,353
OTH,2004,10,674,2378
EU,2004,11,453,15672
EU,2004,11,471,44099
JP,2004,11,627,303
JP,2004,11,628,4111
JP,2004,11,629,61
JP,2004,11,641,1801
JP,2004,11,642,526
EU,2004,11,491,144
JP,2004,11,643,199458
JP,2004,11,644,538
JP,2004,11,645,761
OTH,2004,11,673,316
JP,2004,12,592,4000
JP,2004,12,593,445
JP,2004,12,594,8095
EU,2004,11,493,3190
EU,2004,11,508,1711
EU,2004,11,509,442
EU,2004,11,510,789
EU,2004,11,525,158
EU,2004,11,526,47
EU,2004,11,559,5662
EU,2004,11,560,4345
EU,2004,11,561,1706
EU,2004,11,578,1467
EU,2004,11,591,1581
EU,2004,11,608,1297
EU,2004,11,625,2301
JP,2004,11,624,574
JP,2004,11,660,32340
JP,2004,11,661,5087
TW,2004,11,557,751
TW,2004,11,558,17113
TW,2004,11,559,4111
TW,2004,11,560,11905
TW,2004,11,561,26911
TW,2004,11,574,1884
JP,2004,11,662,1194
TW,2004,11,575,22293
TW,2004,11,576,5389
TW,2004,11,577,9041
TW,2004,11,578,16632
TW,2004,11,594,3486
TW,2004,11,595,47070
TW,2004,11,611,814
TW,2004,11,612,8888
TW,2004,11,626,3615
TW,2004,11,628,261
TW,2004,11,629,36293
JP,2004,12,544,15883
JP,2004,12,560,3119
JP,2004,12,561,20517
JP,2004,12,595,2258
JP,2004,11,674,5789
TW,2004,11,471,1378
TW,2004,11,488,817
TW,2004,11,489,753
TW,2004,11,490,1910
TW,2004,11,506,7012
TW,2004,11,507,4915
TW,2004,11,508,16437
TW,2004,11,524,3814
TW,2004,11,525,3067
TW,2004,11,526,904
TW,2004,11,527,362
TW,2004,11,540,5404
TW,2004,11,541,2684
TW,2004,11,543,5047
TW,2004,11,544,4345
TW,2004,11,646,989
TW,2004,11,661,10686
OTH,2004,11,657,1405
OTH,2004,11,674,1373
EU,2004,12,470,6825
EU,2004,12,487,13951
EU,2004,12,493,2851
EU,2004,12,503,10166
EU,2004,12,505,10573
EU,2004,12,508,156
JP,2004,12,577,952
JP,2004,12,578,849
JP,2004,12,609,170
JP,2004,12,611,25166
EU,2004,12,509,165
EU,2004,12,510,263
EU,2004,12,522,2683
EU,2004,12,523,984
EU,2004,12,525,17850
EU,2004,12,538,2733
EU,2004,12,539,2093
EU,2004,12,540,1479
EU,2004,12,542,6868
EU,2004,12,543,1153
EU,2004,12,544,924
EU,2004,12,556,4992
EU,2004,12,557,12425
EU,2004,12,559,2192
EU,2004,12,560,3490
EU,2004,12,561,567
EU,2004,12,574,6765
EU,2004,12,591,7450
EU,2004,12,595,7082
EU,2004,12,625,1752
JP,2004,12,526,431
JP,2004,12,527,3491
JP,2004,12,543,8586
JP,2004,12,612,3992
JP,2004,12,626,6006
JP,2004,12,628,6710
JP,2004,12,629,2236
JP,2004,12,643,90959
JP,2004,12,644,684
JP,2004,12,645,1892
JP,2004,12,646,484
TW,2004,12,523,2810
TW,2004,12,524,2441
TW,2004,12,525,1650
TW,2004,12,526,6672
JP,2004,12,660,1577
JP,2004,12,661,1929
TW,2004,12,527,12159
TW,2004,12,540,13184
TW,2004,12,541,3011
TW,2004,12,542,27920
TW,2004,12,543,28382
TW,2004,12,544,4666
JP,2004,12,662,3457
TW,2004,12,557,2000
TW,2004,12,558,22630
TW,2004,12,559,60606
TW,2004,12,560,49635
TW,2004,12,561,19550
TW,2004,12,575,1145
TW,2004,12,577,36748
TW,2004,12,578,19324
TW,2004,12,594,9754
TW,2004,12,595,15574
TW,2004,12,611,1867
TW,2004,12,612,10852
TW,2004,12,626,816
TW,2004,12,628,1353
TW,2004,12,629,5546
JP,2004,12,674,348
OTH,2004,12,544,6773
OTH,2004,12,628,6227
TW,2004,12,506,570
TW,2004,12,507,7583
TW,2004,12,508,48745
TW,2004,12,509,195
TW,2004,12,645,446
TW,2004,12,646,979
TW,2004,12,661,7277
TW,2005,1,506,7117
TW,2004,12,662,604
OTH,2004,12,657,425
EU,2005,1,493,1668
EU,2005,1,522,3046
EU,2005,1,523,1987
EU,2005,1,524,204
OTH,2004,12,674,1283
EU,2005,1,540,922
EU,2005,1,541,18
EU,2005,1,557,4668
EU,2005,1,558,3291
EU,2005,1,574,1596
EU,2005,1,640,734
JP,2005,1,527,1643
JP,2005,1,543,8058
JP,2005,1,544,1281
JP,2005,1,560,1072
JP,2005,1,561,4421
JP,2005,1,578,114
JP,2005,1,593,4787
JP,2005,1,594,15009
JP,2005,1,595,830
JP,2005,1,610,3797
JP,2005,1,611,28909
JP,2005,1,612,192
JP,2005,1,627,1397
JP,2005,1,628,4411
OTH,2005,1,560,106
OTH,2005,1,561,53
OTH,2004,12,675,109
EU,2005,1,476,81
OTH,2005,1,577,59
TW,2005,1,489,2486
TW,2005,1,507,22837
TW,2005,1,508,38988
TW,2005,1,509,223
TW,2005,1,523,13964
TW,2005,1,524,10812
TW,2005,1,525,7862
TW,2005,1,540,8758
TW,2005,1,541,5912
TW,2005,1,542,6331
TW,2005,1,543,15542
TW,2005,1,544,8089
TW,2005,1,554,788
TW,2005,1,558,3449
TW,2005,1,559,6409
TW,2005,1,560,42248
TW,2005,1,561,7893
TW,2005,1,576,1503
TW,2005,1,577,50464
TW,2005,1,578,8322
TW,2005,1,594,20196
TW,2005,1,610,382
TW,2005,1,611,4251
TW,2005,1,626,202
TW,2005,1,627,501
TW,2005,1,628,1001
TW,2005,1,642,3711
TW,2005,1,643,137
TW,2005,1,659,387
OTH,2005,1,639,356
OTH,2005,1,656,360
OTH,2005,1,673,102
OTH,2005,1,674,311
JP,2005,2,612,13361
JP,2005,2,627,714
JP,2005,2,629,248
OTH,2005,2,561,122
OTH,2005,2,578,30
TW,2005,2,452,1914
EU,2005,2,493,73
EU,2005,2,505,5997
EU,2005,2,522,6141
EU,2005,2,523,589
EU,2005,2,524,170
EU,2005,2,538,11799
EU,2005,2,539,3538
EU,2005,2,540,5022
EU,2005,2,541,166
EU,2005,2,544,5486
EU,2005,2,557,10939
EU,2005,2,558,8558
EU,2005,2,559,1661
EU,2005,2,560,750
EU,2005,2,572,1867
EU,2005,2,590,786
EU,2005,2,591,4321
EU,2005,2,606,770
EU,2005,2,623,1929
JP,2005,2,543,23571
JP,2005,2,544,729
JP,2005,2,561,1928
JP,2005,2,578,9886
JP,2005,2,593,1909
JP,2005,2,594,5108
JP,2005,2,595,38800
JP,2005,2,610,6128
JP,2005,2,611,3379
TW,2005,2,453,138
TW,2005,2,471,263
TW,2005,2,488,1791
TW,2005,2,489,20474
TW,2005,2,490,1090
TW,2005,2,523,12743
TW,2005,2,524,3021
TW,2005,2,525,6500
TW,2005,2,537,2884
TW,2005,2,540,5385
TW,2005,2,541,6615
TW,2005,2,542,1760
TW,2005,2,543,6692
TW,2005,2,544,1489
TW,2005,2,554,7160
TW,2005,2,557,108
TW,2005,2,558,5518
TW,2005,2,559,1226
TW,2005,2,560,27138
TW,2005,2,561,9594
TW,2005,2,573,508
TW,2005,2,576,3767
TW,2005,2,577,86485
TW,2005,2,578,3576
TW,2005,2,588,13016
TW,2005,2,589,209
TW,2005,2,593,2387
TW,2005,2,594,24166
TW,2005,2,605,4670
TW,2005,2,610,2859
TW,2005,2,491,519
