fishery_group,year,month,grid_id,effort
TW,2004,2,538,9430
TW,2004,2,540,18573
TW,2004,2,541,26594
TW,2004,2,542,53803
TW,2004,2,543,8838
TW,2004,2,544,8524
TW,2004,2,557,13313
TW,2004,2,559,269976
TW,2004,2,560,357903
TW,2004,2,561,245586
TW,2004,2,573,4788
TW,2004,2,575,10009
TW,2004,2,576,140747
TW,2004,2,577,927729
TW,2004,2,578,332804
TW,2004,2,588,117575
TW,2004,2,593,283370
TW,2004,2,594,628574
TW,2004,2,595,26980
TW,2004,2,605,35777
TW,2004,2,610,10307
TW,2004,2,611,189150
TW,2004,2,622,85150
TW,2004,2,628,17206
TW,2004,2,629,9071
TW,2004,2,639,297661
TW,2004,2,656,172749
TW,2004,2,658,37918
TW,2004,2,659,72525
OTH,2004,2,673,1328
EU,2004,3,544,25412
EU,2004,3,555,9393
EU,2004,3,590,98541
EU,2004,3,625,278819
JP,2004,3,624,35020
JP,2004,3,641,93098
JP,2004,3,658,8010
JP,2004,3,526,49869
JP,2004,3,543,112949
JP,2004,3,544,40755
JP,2004,3,560,82697
JP,2004,3,561,58243
TW,2004,3,544,8221
TW,2004,3,554,85043
OTH,2004,2,674,707
EU,2004,3,469,136722
EU,2004,3,470,72124
EU,2004,3,493,25559
EU,2004,3,504,42977
EU,2004,3,505,340151
EU,2004,3,510,22823
EU,2004,3,527,3471
EU,2004,3,537,31746
EU,2004,3,538,35253
EU,2004,3,540,82620
EU,2004,3,541,15796
JP,2004,3,577,196523
JP,2004,3,578,609938
JP,2004,3,593,82853
JP,2004,3,594,106978
JP,2004,3,595,1042748
JP,2004,3,609,17036
JP,2004,3,610,55272
JP,2004,3,611,110826
JP,2004,3,612,195146
JP,2004,3,626,3769
JP,2004,3,627,121031
JP,2004,3,628,42981
JP,2004,3,629,81312
JP,2004,3,643,10855
JP,2004,3,644,9211
JP,2004,3,645,3284
OTH,2004,3,578,60298
OTH,2004,3,629,29952
TW,2004,3,435,6275
TW,2004,3,451,35736
TW,2004,3,452,62488
TW,2004,3,468,15179
TW,2004,3,469,78214
TW,2004,3,470,131329
TW,2004,3,471,10557
TW,2004,3,485,641369
TW,2004,3,486,76124
TW,2004,3,487,11572
TW,2004,3,488,7751
TW,2004,3,489,17061
TW,2004,3,507,17126
TW,2004,3,508,25845
TW,2004,3,522,3298
TW,2004,3,525,1915
TW,2004,3,527,1459
TW,2004,3,537,29323
TW,2004,3,540,9791
TW,2004,3,543,226449
TW,2004,3,560,1122852
TW,2004,3,561,52118
TW,2004,3,576,48177
TW,2004,3,577,229542
TW,2004,3,578,136571
TW,2004,3,588,83546
TW,2004,3,593,65015
TW,2004,3,594,73574
TW,2004,3,605,162492
TW,2004,3,610,64209
TW,2004,3,611,192979
TW,2004,3,612,3617
TW,2004,3,622,156087
TW,2004,3,627,10793
TW,2004,3,628,9171
TW,2004,3,629,24555
TW,2004,3,639,14465
TW,2004,3,644,3850
TW,2004,3,645,14462
TW,2004,3,656,221302
TW,2004,3,657,21434
TW,2004,3,658,141317
TW,2004,3,659,150061
OTH,2004,3,673,14932
TW,2004,4,578,54986
TW,2004,4,588,82817
TW,2004,4,593,14588
OTH,2004,3,674,2026
EU,2004,4,469,19530
EU,2004,4,493,788
EU,2004,4,503,53771
EU,2004,4,504,798500
EU,2004,4,510,3650
EU,2004,4,540,220026
JP,2004,4,607,33608
JP,2004,4,624,234074
JP,2004,4,641,860596
JP,2004,4,657,6012
JP,2004,4,658,172282
JP,2004,4,543,21993
JP,2004,4,544,85359
JP,2004,4,560,53568
JP,2004,4,561,36664
JP,2004,4,575,19623
JP,2004,4,576,9585
JP,2004,4,577,53632
JP,2004,4,578,15727
JP,2004,4,591,11491
JP,2004,4,592,5661
JP,2004,4,594,16754
JP,2004,4,595,52375
JP,2004,4,608,4888
JP,2004,4,611,46993
JP,2004,4,612,1475
JP,2004,4,626,6573
JP,2004,4,627,33766
JP,2004,4,628,27480
JP,2004,4,629,7199
JP,2004,4,643,19923
JP,2004,4,644,64769
JP,2004,4,645,143746
KR,2004,4,638,1110
KR,2004,4,655,28099
KR,2004,4,672,81912
TW,2004,4,594,98354
TW,2004,4,595,11664
TW,2004,4,605,96676
TW,2004,4,610,61405
TW,2004,4,611,46477
TW,2004,4,612,18175
KR,2004,4,674,1861
OTH,2004,4,577,138148
TW,2004,4,451,8788
TW,2004,4,452,458891
TW,2004,4,468,29884
TW,2004,4,469,12174
TW,2004,4,470,58634
TW,2004,4,485,302306
TW,2004,4,486,39743
TW,2004,4,502,20949
TW,2004,4,527,15802
TW,2004,4,543,23601
TW,2004,4,544,54208
TW,2004,4,560,172634
TW,2004,4,561,29921
TW,2004,4,571,10707
TW,2004,4,576,37982
TW,2004,4,577,291278
TW,2004,4,622,97801
TW,2004,4,627,26160
TW,2004,4,628,160224
TW,2004,4,629,180075
TW,2004,4,639,180326
TW,2004,4,643,100246
TW,2004,4,644,346417
TW,2004,4,645,1151270
TW,2004,4,646,132760
TW,2004,4,656,24144
TW,2004,5,612,9091
TW,2004,5,622,152778
TW,2004,5,623,52152
TW,2004,5,627,260021
TW,2004,4,658,81208
TW,2004,4,659,311649
TW,2004,4,662,60917
TW,2004,4,673,4496
OTH,2004,4,673,2384
TW,2004,5,628,129142
TW,2004,5,629,50350
OTH,2004,4,674,224
EU,2004,5,434,158046
EU,2004,5,435,46731
EU,2004,5,452,11437
EU,2004,5,470,240373
EU,2004,5,476,23448
EU,2004,5,493,44835
EU,2004,5,539,41535
EU,2004,5,540,572676
EU,2004,5,578,75271
EU,2004,5,657,30219
TW,2004,5,639,781663
TW,2004,5,640,92324
EU,2004,5,658,158478
JP,2004,5,641,5159
JP,2004,5,658,4505
JP,2004,5,526,7902
JP,2004,5,542,5474
JP,2004,5,543,319071
JP,2004,5,544,37369
JP,2004,5,560,244715
JP,2004,5,561,6605
JP,2004,5,577,111268
JP,2004,5,587,74719
JP,2004,5,588,19155
JP,2004,5,593,26589
JP,2004,5,594,39157
JP,2004,5,595,73070
JP,2004,5,604,90172
JP,2004,5,610,28357
JP,2004,5,621,167265
JP,2004,5,638,57623
JP,2004,5,643,7520
JP,2004,5,644,5794
JP,2004,5,645,42431
TW,2004,5,644,57469
TW,2004,5,645,450453
EU,2004,7,510,4445
EU,2004,7,527,3338
EU,2004,7,540,434879
EU,2004,7,560,52422
EU,2004,7,561,25016
JP,2004,5,646,10540
JP,2004,5,655,17495
JP,2004,5,672,106419
KR,2004,5,655,3233
KR,2004,5,672,76353
KR,2004,5,673,10228
JP,2004,6,604,26024
JP,2004,6,621,124063
JP,2004,6,628,4193
JP,2004,6,639,11079
JP,2004,6,642,56836
JP,2004,6,643,6833
JP,2004,6,644,25031
JP,2004,6,645,6792
OTH,2004,5,509,92284
OTH,2004,5,629,4161
TW,2004,5,435,34429
TW,2004,5,451,230309
TW,2004,5,452,231962
TW,2004,5,453,7301
TW,2004,5,468,31796
TW,2004,5,469,32185
TW,2004,5,526,11752
TW,2004,5,527,10597
TW,2004,5,542,17903
TW,2004,5,543,278260
TW,2004,5,544,26173
TW,2004,5,559,96211
TW,2004,5,560,497093
TW,2004,5,561,62175
TW,2004,5,576,197452
TW,2004,5,577,634139
TW,2004,5,578,14185
TW,2004,5,593,375073
TW,2004,5,594,188639
TW,2004,5,595,10124
TW,2004,5,610,406132
TW,2004,5,611,108858
TW,2004,5,646,147867
TW,2004,5,656,263586
TW,2004,5,657,145383
TW,2004,6,593,242402
TW,2004,6,594,337108
TW,2004,6,595,17036
TW,2004,6,606,246816
TW,2004,6,610,523782
TW,2004,6,611,675985
TW,2004,6,612,11581
TW,2004,6,623,48626
TW,2004,6,627,143168
TW,2004,6,628,141055
TW,2004,6,629,19942
TW,2004,5,662,9843
OTH,2004,5,673,40575
TW,2004,6,640,217623
TW,2004,6,641,8275
TW,2004,6,644,106415
TW,2004,6,645,29501
EU,2004,7,578,79070
EU,2004,7,593,84923
EU,2004,7,609,42192
EU,2004,7,610,182732
EU,2004,7,612,24002
EU,2004,7,658,97651
JP,2004,7,543,263045
JP,2004,7,544,37762
OTH,2004,5,674,4115
EU,2004,6,470,95505
EU,2004,6,471,55505
EU,2004,6,508,38669
EU,2004,6,523,39648
EU,2004,6,527,285508
EU,2004,6,578,84313
EU,2004,6,595,25324
EU,2004,6,629,44997
EU,2004,6,642,642310
JP,2004,6,543,110663
JP,2004,6,544,24238
JP,2004,6,560,123803
JP,2004,6,561,100211
JP,2004,6,577,73628
JP,2004,6,587,69071
JP,2004,6,588,16470
JP,2004,6,594,251752
JP,2004,6,595,98212
JP,2004,6,646,87007
JP,2004,6,655,15088
JP,2004,6,656,1596
JP,2004,6,659,16107
EU,2004,7,504,382365
EU,2004,7,507,60405
JP,2004,6,660,3061
JP,2004,6,663,20534
JP,2004,6,672,17087
KR,2004,6,673,9746
OTH,2004,6,560,54001
OTH,2004,6,629,40166
TW,2004,6,435,107916
TW,2004,6,452,212444
TW,2004,6,453,145852
TW,2004,6,470,136961
TW,2004,6,543,92522
TW,2004,6,560,324010
TW,2004,6,561,9188
TW,2004,6,576,86717
TW,2004,6,577,787613
TW,2004,6,578,52925
TW,2004,6,589,57680
TW,2004,6,646,498971
TW,2004,6,656,43001
TW,2004,6,657,859831
TW,2004,6,658,77982
TW,2004,6,663,13889
OTH,2004,6,657,8333
OTH,2004,6,673,6098
EU,2004,7,470,69462
EU,2004,7,471,178194
EU,2004,7,502,477224
EU,2004,7,503,309307
JP,2004,7,560,44312
JP,2004,7,578,4844
JP,2004,7,587,9571
JP,2004,7,588,70499
JP,2004,7,594,29799
JP,2004,7,595,12085
JP,2004,7,604,14891
JP,2004,7,611,54184
JP,2004,7,612,228169
JP,2004,7,621,34665
JP,2004,7,646,23511
JP,2004,7,656,22206
TW,2004,7,610,175103
JP,2004,7,660,580680
JP,2004,7,661,4511
JP,2004,7,672,13718
JP,2004,7,673,49060
KR,2004,7,622,2842
KR,2004,7,673,88724
TW,2004,7,611,188407
TW,2004,7,612,744719
KR,2004,7,674,1326
TW,2004,7,435,3779
TW,2004,7,452,81725
TW,2004,7,453,404367
TW,2004,7,469,9879
TW,2004,7,470,411756
TW,2004,7,487,12622
TW,2004,7,504,38248
TW,2004,7,522,5039
TW,2004,7,543,211271
TW,2004,7,544,15021
TW,2004,7,560,213016
TW,2004,7,561,45925
TW,2004,7,576,3831
TW,2004,7,577,37445
TW,2004,7,578,8683
TW,2004,7,589,150818
TW,2004,7,593,158899
TW,2004,7,594,66463
TW,2004,7,595,202391
TW,2004,7,606,87085
TW,2004,7,623,137705
TW,2004,7,624,140055
TW,2004,7,627,12468
TW,2004,7,628,14469
TW,2004,7,629,99267
TW,2004,7,640,89579
TW,2004,7,641,703598
TW,2004,7,642,16132
TW,2004,7,643,21673
TW,2004,7,644,3583
TW,2004,7,645,70533
TW,2004,7,646,293704
OTH,2004,7,624,1875
OTH,2004,7,656,2047
TW,2004,7,658,21906
TW,2004,7,661,145749
TW,2004,7,662,16775
TW,2004,7,663,86456
OTH,2004,7,657,3066
OTH,2004,7,658,16812
OTH,2004,7,674,4633
EU,2004,8,453,12902
EU,2004,8,471,137012
EU,2004,8,488,197000
JP,2004,8,571,22487
JP,2004,8,578,24985
JP,2004,8,588,13717
JP,2004,8,595,49444
JP,2004,8,612,44576
JP,2004,8,642,16638
JP,2004,8,643,144630
JP,2004,8,656,28695
TW,2004,8,625,228338
TW,2004,8,629,84258
TW,2004,8,641,44309
TW,2004,8,642,234416
EU,2004,8,509,403878
EU,2004,8,510,9964
EU,2004,8,527,30683
EU,2004,8,542,48948
EU,2004,8,559,20732
EU,2004,8,561,53070
EU,2004,8,576,29616
EU,2004,8,578,77565
EU,2004,8,612,296440
JP,2004,8,607,17472
JP,2004,8,623,11771
JP,2004,8,624,42996
JP,2004,8,640,23681
JP,2004,8,641,304594
JP,2004,8,657,11842
JP,2004,8,658,32882
JP,2004,8,526,16574
JP,2004,8,527,41819
JP,2004,8,543,83871
JP,2004,8,561,11139
TW,2004,8,643,66117
JP,2004,8,660,474727
JP,2004,8,673,24464
KR,2004,8,673,216551
TW,2004,8,577,34477
TW,2004,8,578,45450
TW,2004,8,589,21117
TW,2004,8,590,10219
TW,2004,8,593,23022
TW,2004,8,594,29042
TW,2004,8,595,60998
TW,2004,8,606,279903
TW,2004,8,607,132732
TW,2004,8,608,10533
TW,2004,8,610,5302
TW,2004,8,611,7485
TW,2004,8,612,70344
TW,2004,8,623,6162
KR,2004,8,674,2662
TW,2004,8,452,191975
TW,2004,8,453,461700
TW,2004,8,470,118806
TW,2004,8,471,29874
TW,2004,8,487,31254
TW,2004,8,488,317135
TW,2004,8,504,60344
TW,2004,8,505,133778
TW,2004,8,522,198511
TW,2004,8,526,9156
TW,2004,8,527,79861
TW,2004,8,539,73103
TW,2004,8,543,7750
TW,2004,8,544,63453
TW,2004,8,555,20138
TW,2004,8,556,72410
TW,2004,8,560,32094
TW,2004,8,561,79563
TW,2004,8,572,152672
TW,2004,8,573,21550
TW,2004,8,574,9375
TW,2004,8,624,382528
TW,2004,8,646,180609
JP,2004,9,658,56341
JP,2004,9,526,18583
JP,2004,9,527,207584
JP,2004,9,543,213765
JP,2004,9,544,167098
JP,2004,9,610,3404
JP,2004,9,612,3099
JP,2004,9,626,84817
JP,2004,9,629,1606
TW,2004,8,662,200263
OTH,2004,8,656,17014
OTH,2004,8,657,3550
OTH,2004,8,673,2206
JP,2004,9,642,40829
JP,2004,9,643,312243
JP,2004,9,644,4338
JP,2004,9,645,975
TW,2004,9,629,30763
TW,2004,9,645,3760
EU,2004,10,658,178619
JP,2004,10,623,11503
JP,2004,10,624,53220
JP,2004,10,640,34252
OTH,2004,8,674,13847
EU,2004,9,470,488762
EU,2004,9,471,102511
EU,2004,9,488,126307
EU,2004,9,510,34596
EU,2004,9,522,147854
EU,2004,9,526,10654
EU,2004,9,527,15636
EU,2004,9,543,1021
EU,2004,9,559,14516
EU,2004,9,561,22550
EU,2004,9,576,85352
EU,2004,9,593,98082
EU,2004,9,607,263774
EU,2004,9,610,9885
EU,2004,9,627,96942
EU,2004,9,640,11531
EU,2004,9,641,17177
JP,2004,9,624,61133
JP,2004,9,641,575754
JP,2004,9,657,5529
JP,2004,9,660,404876
JP,2004,9,661,104045
TW,2004,9,524,6601
TW,2004,9,526,52718
TW,2004,9,527,414468
TW,2004,9,539,58864
TW,2004,9,543,169741
TW,2004,9,544,976483
JP,2004,9,662,14483
KR,2004,9,673,116878
TW,2004,9,556,27236
TW,2004,9,560,163800
TW,2004,9,561,328377
TW,2004,9,573,30743
TW,2004,9,578,64475
TW,2004,9,590,69695
TW,2004,9,591,7720
TW,2004,9,595,183819
TW,2004,9,607,98111
TW,2004,9,608,594236
TW,2004,9,612,88831
TW,2004,9,624,359579
TW,2004,9,625,890947
TW,2004,9,626,72379
TW,2004,9,627,11658
KR,2004,9,674,31375
OTH,2004,9,527,19435
TW,2004,9,452,72981
TW,2004,9,453,119434
TW,2004,9,508,72055
TW,2004,9,509,11134
TW,2004,9,510,6935
TW,2004,9,646,167524
TW,2004,9,661,30457
EU,2004,10,527,3573
TW,2004,9,662,102968
OTH,2004,9,624,2870
OTH,2004,9,641,1745
OTH,2004,9,642,1787
OTH,2004,9,656,23710
OTH,2004,9,673,6081
EU,2004,10,559,28211
EU,2004,10,560,52240
EU,2004,10,561,57705
EU,2004,10,578,29459
EU,2004,10,593,107570
EU,2004,10,595,75078
EU,2004,10,610,43157
EU,2004,10,625,203502
JP,2004,10,641,321447
JP,2004,10,657,33075
TW,2004,10,628,8534
OTH,2004,9,674,17091
EU,2004,10,470,144168
EU,2004,10,471,30390
EU,2004,10,508,21487
EU,2004,10,509,4876
EU,2004,10,510,52392
EU,2004,10,526,42796
JP,2004,10,658,37631
JP,2004,10,526,34864
JP,2004,10,527,53124
JP,2004,10,543,85088
JP,2004,10,544,550114
JP,2004,10,561,91559
JP,2004,10,576,29728
JP,2004,10,595,104467
JP,2004,10,625,21042
JP,2004,10,626,62587
JP,2004,10,627,43919
JP,2004,10,642,27724
JP,2004,10,643,799822
JP,2004,10,644,26048
JP,2004,10,660,268122
JP,2004,10,661,73327
JP,2004,10,662,35788
JP,2004,10,673,48416
TW,2004,10,610,4663
TW,2004,10,611,3557
TW,2004,10,612,1385791
JP,2004,10,674,69505
KR,2004,10,673,51532
OTH,2004,10,578,76841
TW,2004,10,471,11556
TW,2004,10,488,64795
TW,2004,10,489,5857
TW,2004,10,493,7071
TW,2004,10,505,5653
TW,2004,10,506,24468
TW,2004,10,507,38315
TW,2004,10,508,55096
TW,2004,10,625,45239
TW,2004,10,626,129201
TW,2004,10,509,4228
TW,2004,10,510,3171
TW,2004,10,524,13984
TW,2004,10,525,43446
TW,2004,10,526,145852
TW,2004,10,527,41857
TW,2004,10,540,15142
TW,2004,10,541,37349
TW,2004,10,543,57586
TW,2004,10,544,215422
TW,2004,10,558,5498
TW,2004,10,560,632483
TW,2004,10,561,170560
TW,2004,10,574,16231
TW,2004,10,575,98484
TW,2004,10,576,124946
TW,2004,10,578,260198
TW,2004,10,590,7817
TW,2004,10,593,21000
TW,2004,10,594,4001
TW,2004,10,595,1496041
TW,2004,10,607,8519
TW,2004,10,608,200542
TW,2004,10,609,5851
TW,2004,10,629,203102
TW,2004,10,643,34914
TW,2004,10,645,5422
TW,2004,10,646,9444
JP,2004,11,526,13847
JP,2004,11,527,99879
JP,2004,11,543,55816
JP,2004,11,544,581886
JP,2004,11,560,40892
JP,2004,11,561,101844
JP,2004,11,576,3008
JP,2004,11,611,31812
JP,2004,11,612,5434
JP,2004,11,626,376123
TW,2004,10,661,154052
OTH,2004,10,640,1159
OTH,2004,10,656,2815
OTH,2004,10,657,7063
OTH,2004,10,674,47563
EU,2004,11,453,313432
EU,2004,11,471,881985
JP,2004,11,627,6066
JP,2004,11,628,82226
JP,2004,11,629,1216
JP,2004,11,641,36026
JP,2004,11,642,10514
EU,2004,11,491,2889
JP,2004,11,643,3989167
JP,2004,11,644,10751
JP,2004,11,645,15214
OTH,2004,11,673,6319
JP,2004,12,592,79997
JP,2004,12,593,8895
JP,2004,12,594,161891
EU,2004,11,493,63801
EU,2004,11,508,34228
EU,2004,11,509,8834
EU,2004,11,510,15784
EU,2004,11,525,3150
EU,2004,11,526,947
EU,2004,11,559,113240
EU,2004,11,560,86906
EU,2004,11,561,34127
EU,2004,11,578,29334
EU,2004,11,591,31628
EU,2004,11,608,25939
EU,2004,11,625,46019
JP,2004,11,624,11471
JP,2004,11,660,646803
JP,2004,11,661,101731
TW,2004,11,557,15026
TW,2004,11,558,342251
TW,2004,11,559,82213
TW,2004,11,560,238094
TW,2004,11,561,538218
TW,2004,11,574,37678
JP,2004,11,662,23886
TW,2004,11,575,445866
TW,2004,11,576,107789
TW,2004,11,577,180821
TW,2004,11,578,332647
TW,2004,11,594,69711
TW,2004,11,595,941404
TW,2004,11,611,16274
TW,2004,11,612,177751
TW,2004,11,626,72297
TW,2004,11,628,5226
TW,2004,11,629,725867
JP,2004,12,544,317657
JP,2004,12,560,62385
JP,2004,12,561,410343
JP,2004,12,595,45169
JP,2004,11,674,115785
TW,2004,11,471,27555
TW,2004,11,488,16338
TW,2004,11,489,15056
TW,2004,11,490,38210
TW,2004,11,506,140237
TW,2004,11,507,98300
TW,2004,11,508,328746
TW,2004,11,524,76277
TW,2004,11,525,61344
TW,2004,11,526,18075
TW,2004,11,527,7249
TW,2004,11,540,108072
TW,2004,11,541,53676
TW,2004,11,543,100935
TW,2004,11,544,86908
TW,2004,11,646,19786
TW,2004,11,661,213719
OTH,2004,11,657,28103
OTH,2004,11,674,27468
EU,2004,12,470,136504
EU,2004,12,487,279017
EU,2004,12,493,57029
EU,2004,12,503,203320
EU,2004,12,505,211465
EU,2004,12,508,3129
JP,2004,12,577,19044
JP,2004,12,578,16989
JP,2004,12,609,3394
JP,2004,12,611,503314
EU,2004,12,509,3306
EU,2004,12,510,5260
EU,2004,12,522,53664
EU,2004,12,523,19687
EU,2004,12,525,356995
EU,2004,12,538,54660
EU,2004,12,539,41861
EU,2004,12,540,29576
EU,2004,12,542,137370
EU,2004,12,543,23057
EU,2004,12,544,18478
EU,2004,12,556,99836
EU,2004,12,557,248498
EU,2004,12,559,43835
EU,2004,12,560,69805
EU,2004,12,561,11334
EU,2004,12,574,135308
EU,2004,12,591,148996
EU,2004,12,595,141641
EU,2004,12,625,35049
JP,2004,12,526,8627
JP,2004,12,527,69825
JP,2004,12,543,171728
JP,2004,12,612,79847
JP,2004,12,626,120114
JP,2004,12,628,134198
JP,2004,12,629,44722
JP,2004,12,643,1819181
JP,2004,12,644,13687
JP,2004,12,645,37850
JP,2004,12,646,9674
TW,2004,12,523,56198
TW,2004,12,524,48816
TW,2004,12,525,33002
TW,2004,12,526,133440
JP,2004,12,660,31533
JP,2004,12,661,38588
TW,2004,12,527,243176
TW,2004,12,540,263676
TW,2004,12,541,60226
TW,2004,12,542,558409
TW,2004,12,543,567647
TW,2004,12,544,93330
JP,2004,12,662,69138
TW,2004,12,557,39996
TW,2004,12,558,452598
TW,2004,12,559,1212128
TW,2004,12,560,992693
TW,2004,12,561,391004
TW,2004,12,575,22899
TW,2004,12,577,734967
TW,2004,12,578,386475
TW,2004,12,594,195080
TW,2004,12,595,311471
TW,2004,12,611,37342
TW,2004,12,612,217046
TW,2004,12,626,16310
TW,2004,12,628,27068
TW,2004,12,629,110922
JP,2004,12,674,6952
OTH,2004,12,544,135464
OTH,2004,12,628,124532
TW,2004,12,506,11407
TW,2004,12,507,151668
TW,2004,12,508,974904
TW,2004,12,509,3908
TW,2004,12,645,8921
TW,2004,12,646,19589
TW,2004,12,661,145535
TW,2005,1,506,142349
TW,2004,12,662,12086
OTH,2004,12,657,8501
EU,2005,1,493,33363
EU,2005,1,522,60922
EU,2005,1,523,39744
EU,2005,1,524,4084
OTH,2004,12,674,25657
EU,2005,1,540,18430
EU,2005,1,541,364
EU,2005,1,557,93351
EU,2005,1,558,65829
EU,2005,1,574,31929
EU,2005,1,640,14689
JP,2005,1,527,32857
JP,2005,1,543,161156
JP,2005,1,544,25623
JP,2005,1,560,21450
JP,2005,1,561,88416
JP,2005,1,578,2290
JP,2005,1,593,95741
JP,2005,1,594,300180
JP,2005,1,595,16607
JP,2005,1,610,75941
JP,2005,1,611,578186
JP,2005,1,612,3840
JP,2005,1,627,27934
JP,2005,1,628,88211
OTH,2005,1,560,2121
OTH,2005,1,561,1055
OTH,2004,12,675,2188
EU,2005,1,476,1619
OTH,2005,1,577,1177
TW,2005,1,489,49721
TW,2005,1,507,456733
TW,2005,1,508,779759
TW,2005,1,509,4467
TW,2005,1,523,279282
TW,2005,1,524,216243
TW,2005,1,525,157233
TW,2005,1,540,175152
TW,2005,1,541,118247
TW,2005,1,542,126618
TW,2005,1,543,310839
TW,2005,1,544,161779
TW,2005,1,554,15770
TW,2005,1,558,68977
TW,2005,1,559,128185
TW,2005,1,560,844950
TW,2005,1,561,157859
TW,2005,1,576,30060
TW,2005,1,577,1009285
TW,2005,1,578,166441
TW,2005,1,594,403910
TW,2005,1,610,7646
TW,2005,1,611,85017
TW,2005,1,626,4043
TW,2005,1,627,10029
TW,2005,1,628,20028
TW,2005,1,642,74214
TW,2005,1,643,2736
TW,2005,1,659,7737
OTH,2005,1,639,7115
OTH,2005,1,656,7199
OTH,2005,1,673,2039
OTH,2005,1,674,6212
JP,2005,2,612,267213
JP,2005,2,627,14274
JP,2005,2,629,4956
OTH,2005,2,561,2439
OTH,2005,2,578,592
TW,2005,2,452,38284
EU,2005,2,493,1462
EU,2005,2,505,119931
EU,2005,2,522,122821
EU,2005,2,523,11784
EU,2005,2,524,3392
EU,2005,2,538,235980
EU,2005,2,539,70753
EU,2005,2,540,100436
EU,2005,2,541,3318
EU,2005,2,544,109728
EU,2005,2,557,218787
EU,2005,2,558,171169
EU,2005,2,559,33222
EU,2005,2,560,15005
EU,2005,2,572,37331
EU,2005,2,590,15720
EU,2005,2,591,86417
EU,2005,2,606,15401
EU,2005,2,623,38574
JP,2005,2,543,471427
JP,2005,2,544,14587
JP,2005,2,561,38555
JP,2005,2,578,197724
JP,2005,2,593,38187
JP,2005,2,594,102162
JP,2005,2,595,776004
JP,2005,2,610,122550
JP,2005,2,611,67575
TW,2005,2,453,2758
TW,2005,2,471,5255
TW,2005,2,488,35818
TW,2005,2,489,409483
TW,2005,2,490,21804
TW,2005,2,523,254859
